ShipmentID,TemplateID,ServiceDate,Status,CreatedBy,ClientID,ClientName,SiteID,SiteName,SiteRegion,WasteTypeID,WasteTypeName,WasteCategory,TreatmentMethod,ProfileNumber,WasteCodes,SourceCode,FormCode,TreatmentCode,EwcNumber,ManagementMethod,TriWasteCode,IsRegulatedRCRA,Quantity,UnitOfMeasure,WeightPerUnitLbs,StandardizedLbs,StandardizedKg,ContainerType,TargetLoadWeightLbs,ContainerLocation,ServiceFrequency,VendorID,VendorName,VendorType,VendorRiskLevel,TransporterName,ReceivingFacility,MilesToFacility,PlatformHaulCost,PlatformDisposalCost,PlatformFuelFee,PlatformEnvFee,PlatformOtherFee,PlatformTotalCost,CustomerHaulBilled,CustomerDisposalBilled,CustomerFuelBilled,CustomerEnvBilled,CustomerOtherBilled,CustomerTotalBilled,RebateCredit,MarginSpread,Notes
410460,7,2024-12-13,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,14.21,Ton,2000.0,28420.0,12891.11,Trailer,16000,Trash Room,On Call,vnd-5,Domtar / New Indy,Recycler,Level 2 - Medium,New Indy,Kingsport Packaging,281.5,0.0,106.58,0.0,0.0,0.0,106.58,0.0,0.0,0.0,0.0,0.0,-2202.61,2202.61,-2309.18,
019928506FLE,8,2024-12-15,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-5,MEK,Hazardous Waste,Incineration,41587,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,4.86,DM,420.0,2041.2,925.87,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,607.5,0.0,0.0,0.0,637.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-637.5,
019928507FLE,9,2024-12-16,pending,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-6,Paint and Solvent,Hazardous Waste,Incineration,41588,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,7.84,DM,420.0,3292.8,1493.59,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,980.0,0.0,0.0,0.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1010.0,
019928508FLE,10,2024-12-18,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-7,Paint Solids,Hazardous Waste,Incineration,41589,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,4.6,DM,300.0,1380.0,625.96,55gal Drum,2000,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1955.0,0.0,0.0,0.0,1985.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1985.0,
410464,11,2024-12-12,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-8,Ceramic Balls,Non Haz,Recycling,41590,,,,,,,,No,2.16,DM,550.0,1188.0,538.87,55gal Drum,550,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,0.0,2881.5,0.0,0.0,0.0,2881.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-2881.5,
019928510FLE,12,2024-12-13,submitted,sroberts,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-9,Broken Battery,Hazardous Waste,Recycling,,,,,,,RE,M93,Yes,0.89,Lb,105.0,93.45,42.39,"Fiberboard or plastic drums, barrels, kegs",500,Waste Dock,On Call,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,150.0,75.65,25.0,0.0,0.0,250.65,200.0,89.0,30.0,0.0,0.0,319.0,0,68.35,
019928511FLE,13,2024-12-15,submitted,jsmith,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-10,Washer Fluid,Hazardous Waste,Fuel Blending,,,,,,,ER,M56,Yes,1.06,Lb,459.0,486.54,220.69,"Metal drums, barrels, kegs",1000,Chemical Storage,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,200.0,159.0,30.0,15.0,0.0,404.0,250.0,185.5,35.0,20.0,0.0,490.5,0,86.5,Scheduled pickup
410467,14,2024-12-16,pending,mchen,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,LF,M64,No,1.23,Lb,70780.0,87059.4,39489.53,"Metal boxes, cartons, cases (including roll-offs)",80000,Trash Compactor,2x Week,vnd-4,Waste Management,Disposal,Level 1 - High,Waste Management,Clearview Landfill,85.7,850.0,55.35,75.0,0.0,0.0,980.35,950.0,67.65,85.0,0.0,0.0,1102.65,0,122.3,
410468,15,2024-12-18,submitted,ajohnson,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.36,Ton,2000.0,6720.0,3048.14,42CY Compactor,16000,Loading Dock B,3x Week,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,525.0,319.2,45.0,0.0,0.0,889.2,600.0,369.6,50.0,0.0,0.0,1019.6,0,130.4,
410469,16,2024-12-19,submitted,sroberts,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,8.49,Ton,2000.0,16980.0,7702.01,Trailer,16000,Recycling Bay,On Call,vnd-9,Pratt Industries,Recycler,Level 2 - Medium,Pratt Industries,Republic Services #721,45.2,0.0,42.45,0.0,0.0,0.0,42.45,0.0,0.0,0.0,0.0,0.0,-1309.5,1309.5,-1351.95,
410470,17,2024-12-20,submitted,jsmith,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-20,Paint Booth Mopping,Non Haz,Landfill,,,,,,,,,No,6.84,DM,459.0,3139.56,1424.08,"Metal drums, barrels, kegs",3000,Paint Shop,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,350.0,1368.0,40.0,20.0,0.0,1778.0,425.0,1641.6,50.0,25.0,0.0,2141.6,0,363.6,
410471,18,2024-12-15,submitted,mchen,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-22,Pallets (Wood),Recycling,Recycling,,,,,,,,,No,0.71,Lb,12000.0,8520.0,3864.61,Dump truck,15000,Yard,Once a Month,vnd-14,Millennium Recycling,Recycler,Level 1 - High,Millennium Recycling,Clearview Landfill,85.7,200.0,0.0,25.0,0.0,0.0,225.0,250.0,0.0,30.0,0.0,0.0,-39.5,319.5,-264.5,
410472,1,2024-12-16,pending,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.13,Ton,2000.0,6260.0,2839.49,30CY Roll Off,2500,Dock 10,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,339.86,0.0,0.0,0.0,790.84,275.0,281.7,0.0,0.0,0.0,556.7,0,-234.14,
410473,2,2024-12-18,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,5.58,Ton,2000.0,11160.0,5062.1,42CY Compactor,16000,Dock 10,2x Week,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,605.88,0.0,0.0,0.0,1056.86,275.0,502.2,0.0,0.0,0.0,777.2,0,-279.66,
410474,3,2024-12-19,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,2.75,Ton,2000.0,5500.0,2494.76,30CY Roll Off,2500,Trash Room,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,298.59,0.0,0.0,0.0,749.58,275.0,247.5,0.0,0.0,0.0,522.5,0,-227.08,Scheduled pickup
410475,4,2024-12-21,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,6.73,Ton,2000.0,13460.0,6105.36,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,543.18,0.0,0.0,122.97,1383.61,400.0,302.85,0.0,0.0,75.0,777.85,0,-605.76,
410476,5,2024-12-22,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,6.61,Ton,2000.0,13220.0,5996.5,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,533.49,0.0,0.0,122.97,1373.92,400.0,297.45,0.0,0.0,75.0,772.45,0,-601.47,
410477,6,2024-12-23,pending,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-3,Paint Filter,Non Haz,Landfill,,,,,,,,,No,3.71,Ton,2000.0,7420.0,3365.66,30CY Roll Off,2000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,299.43,0.0,0.0,122.97,1139.86,400.0,166.95,0.0,0.0,75.0,641.95,0,-497.91,
410478,7,2024-12-18,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,8.02,Ton,2000.0,16040.0,7275.63,Trailer,16000,Trash Room,On Call,vnd-5,Domtar / New Indy,Recycler,Level 2 - Medium,New Indy,Kingsport Packaging,281.5,0.0,60.15,0.0,0.0,0.0,60.15,0.0,0.0,0.0,0.0,0.0,-1243.41,1243.41,-1303.56,Emergency cleanup
019928524FLE,8,2024-12-19,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-5,MEK,Hazardous Waste,Incineration,41587,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,5.22,DM,420.0,2192.4,994.46,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,652.5,0.0,0.0,0.0,682.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-682.5,
019928525FLE,9,2024-12-21,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-6,Paint and Solvent,Hazardous Waste,Incineration,41588,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,8.32,DM,420.0,3494.4,1585.04,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1040.0,0.0,0.0,0.0,1070.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1070.0,
019928526FLE,10,2024-12-22,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-7,Paint Solids,Hazardous Waste,Incineration,41589,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,4.84,DM,300.0,1452.0,658.62,55gal Drum,2000,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,2057.0,0.0,0.0,0.0,2087.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2087.0,
410482,11,2024-12-23,pending,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-8,Ceramic Balls,Non Haz,Recycling,41590,,,,,,,,No,2.34,DM,550.0,1287.0,583.77,55gal Drum,550,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,0.0,3121.63,0.0,0.0,0.0,3121.63,0.0,0.0,0.0,0.0,0.0,0.0,0,-3121.63,Scheduled pickup
019928528FLE,12,2024-12-25,submitted,mchen,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-9,Broken Battery,Hazardous Waste,Recycling,,,,,,,RE,M93,Yes,0.95,Lb,105.0,99.75,45.25,"Fiberboard or plastic drums, barrels, kegs",500,Waste Dock,On Call,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,150.0,80.75,25.0,0.0,0.0,255.75,200.0,95.0,30.0,0.0,0.0,325.0,0,69.25,
019928529FLE,13,2024-12-26,submitted,ajohnson,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-10,Washer Fluid,Hazardous Waste,Fuel Blending,,,,,,,ER,M56,Yes,1.12,Lb,459.0,514.08,233.18,"Metal drums, barrels, kegs",1000,Chemical Storage,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,200.0,168.0,30.0,15.0,0.0,413.0,250.0,196.0,35.0,20.0,0.0,501.0,0,88.0,
410485,14,2024-12-21,submitted,sroberts,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,LF,M64,No,1.29,Lb,70780.0,91306.2,41415.84,"Metal boxes, cartons, cases (including roll-offs)",80000,Trash Compactor,2x Week,vnd-4,Waste Management,Disposal,Level 1 - High,Waste Management,Clearview Landfill,85.7,850.0,58.05,75.0,0.0,0.0,983.05,950.0,70.95,85.0,0.0,0.0,1105.95,0,122.9,
410486,15,2024-12-22,submitted,jsmith,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.61,Ton,2000.0,7220.0,3274.94,42CY Compactor,16000,Loading Dock B,3x Week,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,525.0,342.95,45.0,0.0,0.0,912.95,600.0,397.1,50.0,0.0,0.0,1047.1,0,134.15,
410487,16,2024-12-23,pending,mchen,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,9.01,Ton,2000.0,18020.0,8173.74,Trailer,16000,Recycling Bay,On Call,vnd-9,Pratt Industries,Recycler,Level 2 - Medium,Pratt Industries,Republic Services #721,45.2,0.0,45.05,0.0,0.0,0.0,45.05,0.0,0.0,0.0,0.0,0.0,-1390.5,1390.5,-1435.55,
410488,17,2024-12-25,submitted,ajohnson,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-20,Paint Booth Mopping,Non Haz,Landfill,,,,,,,,,No,7.2,DM,459.0,3304.8,1499.03,"Metal drums, barrels, kegs",3000,Paint Shop,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,350.0,1440.0,40.0,20.0,0.0,1850.0,425.0,1728.0,50.0,25.0,0.0,2228.0,0,378.0,
410489,18,2024-12-26,submitted,sroberts,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-22,Pallets (Wood),Recycling,Recycling,,,,,,,,,No,0.77,Lb,12000.0,9240.0,4191.2,Dump truck,15000,Yard,Once a Month,vnd-14,Millennium Recycling,Recycler,Level 1 - High,Millennium Recycling,Clearview Landfill,85.7,200.0,0.0,25.0,0.0,0.0,225.0,250.0,0.0,30.0,0.0,0.0,-66.5,346.5,-291.5,
410490,1,2024-12-28,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.35,Ton,2000.0,6700.0,3039.07,30CY Roll Off,2500,Dock 10,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,363.74,0.0,0.0,0.0,814.72,275.0,301.5,0.0,0.0,0.0,576.5,0,-238.22,Scheduled pickup
410491,2,2024-12-29,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,5.89,Ton,2000.0,11780.0,5343.32,42CY Compactor,16000,Dock 10,2x Week,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,639.54,0.0,0.0,0.0,1090.52,275.0,530.1,0.0,0.0,0.0,805.1,0,-285.42,
410492,3,2024-12-23,pending,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,2.88,Ton,2000.0,5760.0,2612.7,30CY Roll Off,2500,Trash Room,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,312.71,0.0,0.0,0.0,763.69,275.0,259.2,0.0,0.0,0.0,534.2,0,-229.49,
410493,4,2024-12-25,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,7.24,Ton,2000.0,14480.0,6568.03,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,584.34,0.0,0.0,122.97,1424.77,400.0,325.8,0.0,0.0,75.0,800.8,0,-623.97,
410494,5,2024-12-26,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,7.03,Ton,2000.0,14060.0,6377.52,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,567.39,0.0,0.0,122.97,1407.82,400.0,316.35,0.0,0.0,75.0,791.35,0,-616.47,
410495,6,2024-12-28,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-3,Paint Filter,Non Haz,Landfill,,,,,,,,,No,3.9,Ton,2000.0,7800.0,3538.02,30CY Roll Off,2000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,314.77,0.0,0.0,122.97,1155.2,400.0,175.5,0.0,0.0,75.0,650.5,0,-504.7,
410496,7,2024-12-29,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,8.71,Ton,2000.0,17420.0,7901.59,Trailer,16000,Trash Room,On Call,vnd-5,Domtar / New Indy,Recycler,Level 2 - Medium,New Indy,Kingsport Packaging,281.5,0.0,65.33,0.0,0.0,0.0,65.33,0.0,0.0,0.0,0.0,0.0,-1349.99,1349.99,-1415.32,
019928542FLE,8,2024-12-30,pending,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-5,MEK,Hazardous Waste,Incineration,41587,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,5.58,DM,420.0,2343.6,1063.04,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,697.5,0.0,0.0,0.0,727.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-727.5,
019928543FLE,9,2025-01-01,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-6,Paint and Solvent,Hazardous Waste,Incineration,41588,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,8.8,DM,420.0,3696.0,1676.48,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,1100.0,0.0,0.0,0.0,1130.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1130.0,Scheduled pickup
019928544FLE,10,2024-12-26,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-7,Paint Solids,Hazardous Waste,Incineration,41589,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,5.08,DM,300.0,1524.0,691.28,55gal Drum,2000,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,2159.0,0.0,0.0,0.0,2189.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2189.0,
410500,11,2024-12-28,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-8,Ceramic Balls,Non Haz,Recycling,41590,,,,,,,,No,2.52,DM,550.0,1386.0,628.68,55gal Drum,550,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,0.0,3361.76,0.0,0.0,0.0,3361.76,0.0,0.0,0.0,0.0,0.0,0.0,0,-3361.76,
019928546FLE,12,2024-12-29,submitted,sroberts,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-9,Broken Battery,Hazardous Waste,Recycling,,,,,,,RE,M93,Yes,1.01,Lb,105.0,106.05,48.1,"Fiberboard or plastic drums, barrels, kegs",500,Waste Dock,On Call,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,150.0,85.85,25.0,0.0,0.0,260.85,200.0,101.0,30.0,0.0,0.0,331.0,0,70.15,
019928547FLE,13,2024-12-30,pending,jsmith,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-10,Washer Fluid,Hazardous Waste,Fuel Blending,,,,,,,ER,M56,Yes,1.18,Lb,459.0,541.62,245.67,"Metal drums, barrels, kegs",1000,Chemical Storage,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,200.0,177.0,30.0,15.0,0.0,422.0,250.0,206.5,35.0,20.0,0.0,511.5,0,89.5,Emergency cleanup
410503,14,2025-01-01,submitted,mchen,cli-2,General Motors,site-6,MPS Plant 550781,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,LF,M64,No,0.75,Lb,70780.0,53085.0,24078.98,"Metal boxes, cartons, cases (including roll-offs)",80000,Trash Compactor,2x Week,vnd-4,Waste Management,Disposal,Level 1 - High,Waste Management,Clearview Landfill,85.7,850.0,33.75,75.0,0.0,0.0,958.75,950.0,41.25,85.0,0.0,0.0,1076.25,0,117.5,
410504,15,2025-01-02,submitted,ajohnson,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.86,Ton,2000.0,7720.0,3501.74,42CY Compactor,16000,Loading Dock B,3x Week,vnd-3,Republic Services,Disposal,Level 1 - High,Republic Services,Republic Services #721,45.2,525.0,366.7,45.0,0.0,0.0,936.7,600.0,424.6,50.0,0.0,0.0,1074.6,0,137.9,
410505,16,2025-01-04,submitted,sroberts,cli-3,Stellantis,site-8,Sterling Heights,Midwest,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,9.54,Ton,2000.0,19080.0,8654.55,Trailer,16000,Recycling Bay,On Call,vnd-9,Pratt Industries,Recycler,Level 2 - Medium,Pratt Industries,Republic Services #721,45.2,0.0,47.7,0.0,0.0,0.0,47.7,0.0,0.0,0.0,0.0,0.0,-1471.5,1471.5,-1519.2,
410506,17,2024-12-29,submitted,jsmith,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-20,Paint Booth Mopping,Non Haz,Landfill,,,,,,,,,No,7.56,DM,459.0,3470.04,1573.99,"Metal drums, barrels, kegs",3000,Paint Shop,On Call,vnd-6,Heritage Environmental,Disposal,Level 1 - High,Heritage Environmental,Heritage Thermal Services,120.3,350.0,1512.0,40.0,20.0,0.0,1922.0,425.0,1814.4,50.0,25.0,0.0,2314.4,0,392.4,Scheduled pickup
410507,18,2024-12-30,pending,mchen,cli-4,Ford Motor Company,site-10,Dearborn Plant,Midwest,wt-22,Pallets (Wood),Recycling,Recycling,,,,,,,,,No,0.83,Lb,12000.0,9960.0,4517.79,Dump truck,15000,Yard,Once a Month,vnd-14,Millennium Recycling,Recycler,Level 1 - High,Millennium Recycling,Clearview Landfill,85.7,200.0,0.0,25.0,0.0,0.0,225.0,250.0,0.0,30.0,0.0,0.0,-93.5,373.5,-318.5,
410508,1,2025-01-01,submitted,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,3.56,Ton,2000.0,7120.0,3229.58,30CY Roll Off,2500,Dock 10,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,386.54,0.0,0.0,0.0,837.52,275.0,320.4,0.0,0.0,0.0,595.4,0,-242.12,
410509,2,2025-01-02,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,6.21,Ton,2000.0,12420.0,5633.62,42CY Compactor,16000,Dock 10,2x Week,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,674.28,0.0,0.0,0.0,1125.26,275.0,558.9,0.0,0.0,0.0,833.9,0,-291.36,
410510,3,2025-01-04,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-1,Trash,Non Haz,Landfill,,,,,,,,,No,1.67,Ton,2000.0,3340.0,1515.0,30CY Roll Off,2500,Trash Room,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,450.98,181.33,0.0,0.0,0.0,632.31,275.0,150.3,0.0,0.0,0.0,425.3,0,-207.01,
410511,4,2025-01-05,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,7.75,Ton,2000.0,15500.0,7030.69,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,625.5,0.0,0.0,122.97,1465.93,400.0,348.75,0.0,0.0,75.0,823.75,0,-642.18,
410512,5,2025-01-07,pending,ajohnson,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-2,Filter Cake,Non Haz,Landfill,,,,,,,,,No,7.44,Ton,2000.0,14880.0,6749.46,30CY Roll Off,16000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,600.48,0.0,0.0,122.97,1440.91,400.0,334.8,0.0,0.0,75.0,809.8,0,-631.11,
410513,6,2025-01-01,submitted,sroberts,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-3,Paint Filter,Non Haz,Landfill,,,,,,,,,No,4.1,Ton,2000.0,8200.0,3719.46,30CY Roll Off,2000,WWT,On Call,vnd-1,Waste Connections,Disposal,Level 1 - High,Waste Connections,Cheatham County Disposal,12.3,717.46,330.91,0.0,0.0,122.97,1171.34,400.0,184.5,0.0,0.0,75.0,659.5,0,-511.84,
410514,7,2025-01-02,submitted,jsmith,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-4,Cardboard/OCC,Recycling,Recycling,,,,,,,,,No,9.4,Ton,2000.0,18800.0,8527.55,Trailer,16000,Trash Room,On Call,vnd-5,Domtar / New Indy,Recycler,Level 2 - Medium,New Indy,Kingsport Packaging,281.5,0.0,70.5,0.0,0.0,0.0,70.5,0.0,0.0,0.0,0.0,0.0,-1456.57,1456.57,-1527.07,Scheduled pickup
019928560FLE,8,2025-01-04,submitted,mchen,cli-1,AO Smith,site-1,Ashland City,Southeast,wt-5,MEK,Hazardous Waste,Incineration,41587,"D001, F005",G06,W209,H040,08 01 11*,,,Yes,5.94,DM,420.0,2494.8,1131.62,55gal Drum,420,Drum Pad,On Call,vnd-2,Safety Kleen,Disposal,Level 1 - High,Safety Kleen,Safety Kleen Nashville,26.9,30.0,742.5,0.0,0.0,0.0,772.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-772.5,
